source_id,source,branch,target,target_id,multiplicity_fraction,route,rule_derived
745,d5:r128:peven:b1,retarded,d5:r26:peven:b2,440,1,VISIBLE,yes
745,d5:r128:peven:b1,advanced,d4:r4:podd:b0,129,1/1,VISIBLE,yes
746,d5:r128:peven:b2,retarded,d5:r26:peven:b2,440,1,VISIBLE,yes
746,d5:r128:peven:b2,advanced,d4:r4:podd:b0,129,1/1,VISIBLE,yes
747,d5:r129:podd:b0,retarded,d5:r30:peven:b2,452,1,VISIBLE,yes
748,d5:r129:peven:b1,retarded,d5:r30:peven:b2,452,1,VISIBLE,yes
749,d5:r129:peven:b2,retarded,d5:r30:peven:b2,452,1,VISIBLE,yes
750,d5:r130:podd:b0,retarded,d5:r34:peven:b2,464,1,VISIBLE,yes
751,d5:r130:peven:b1,retarded,d5:r34:peven:b2,464,1,VISIBLE,yes
752,d5:r130:peven:b2,retarded,d5:r34:peven:b2,464,1,VISIBLE,yes
753,d5:r131:podd:b0,retarded,d5:r38:peven:b2,476,1,VISIBLE,yes
753,d5:r131:podd:b0,advanced,d4:r6:podd:b0,135,1/1,VISIBLE,yes
754,d5:r131:peven:b1,retarded,d5:r38:peven:b2,476,1,VISIBLE,yes
754,d5:r131:peven:b1,advanced,d4:r6:podd:b0,135,1/1,VISIBLE,yes
755,d5:r131:peven:b2,retarded,d5:r38:peven:b2,476,1,VISIBLE,yes
755,d5:r131:peven:b2,advanced,d4:r6:podd:b0,135,1/1,VISIBLE,yes
756,d5:r132:podd:b0,retarded,d5:r42:peven:b2,488,1,VISIBLE,yes
757,d5:r132:peven:b1,retarded,d5:r42:peven:b2,488,1,VISIBLE,yes
758,d5:r132:peven:b2,retarded,d5:r42:peven:b2,488,1,VISIBLE,yes
759,d5:r133:podd:b0,retarded,d5:r46:peven:b2,500,1,VISIBLE,yes
760,d5:r133:peven:b1,retarded,d5:r46:peven:b2,500,1,VISIBLE,yes
761,d5:r133:peven:b2,retarded,d5:r46:peven:b2,500,1,VISIBLE,yes
762,d5:r134:podd:b0,retarded,d5:r50:peven:b2,512,1,VISIBLE,yes
762,d5:r134:podd:b0,advanced,d4:r8:podd:b0,141,1/1,VISIBLE,yes
763,d5:r134:peven:b1,retarded,d5:r50:peven:b2,512,1,VISIBLE,yes
763,d5:r134:peven:b1,advanced,d4:r8:podd:b0,141,1/1,VISIBLE,yes
764,d5:r134:peven:b2,retarded,d5:r50:peven:b2,512,1,VISIBLE,yes
764,d5:r134:peven:b2,advanced,d4:r8:podd:b0,141,1/1,VISIBLE,yes
765,d5:r135:podd:b0,retarded,d5:r54:peven:b2,524,1,VISIBLE,yes
766,d5:r135:peven:b1,retarded,d5:r54:peven:b2,524,1,VISIBLE,yes
767,d5:r135:peven:b2,retarded,d5:r54:peven:b2,524,1,VISIBLE,yes
768,d5:r136:podd:b0,retarded,d5:r58:peven:b2,536,1,VISIBLE,yes
769,d5:r136:peven:b1,retarded,d5:r58:peven:b2,536,1,VISIBLE,yes
770,d5:r136:peven:b2,retarded,d5:r58:peven:b2,536,1,VISIBLE,yes
771,d5:r137:podd:b0,retarded,d5:r62:peven:b2,548,1,VISIBLE,yes
771,d5:r137:podd:b0,advanced,d4:r10:podd:b0,147,1/1,VISIBLE,yes
772,d5:r137:peven:b1,retarded,d5:r62:peven:b2,548,1,VISIBLE,yes
772,d5:r137:peven:b1,advanced,d4:r10:podd:b0,147,1/1,VISIBLE,yes
773,d5:r137:peven:b2,retarded,d5:r62:peven:b2,548,1,VISIBLE,yes
773,d5:r137:peven:b2,advanced,d4:r10:podd:b0,147,1/1,VISIBLE,yes
774,d5:r138:podd:b0,retarded,d5:r66:peven:b2,560,1,VISIBLE,yes
775,d5:r138:peven:b1,retarded,d5:r66:peven:b2,560,1,VISIBLE,yes
776,d5:r138:peven:b2,retarded,d5:r66:peven:b2,560,1,VISIBLE,yes
777,d5:r139:podd:b0,retarded,d5:r70:peven:b2,572,1,VISIBLE,yes
778,d5:r139:peven:b1,retarded,d5:r70:peven:b2,572,1,VISIBLE,yes
779,d5:r139:peven:b2,retarded,d5:r70:peven:b2,572,1,VISIBLE,yes
780,d5:r140:podd:b0,retarded,d5:r74:peven:b2,584,1,VISIBLE,yes
780,d5:r140:podd:b0,advanced,d4:r12:podd:b0,153,1/1,VISIBLE,yes
781,d5:r140:peven:b1,retarded,d5:r74:peven:b2,584,1,VISIBLE,yes
781,d5:r140:peven:b1,advanced,d4:r12:podd:b0,153,1/1,VISIBLE,yes
782,d5:r140:peven:b2,retarded,d5:r74:peven:b2,584,1,VISIBLE,yes
782,d5:r140:peven:b2,advanced,d4:r12:podd:b0,153,1/1,VISIBLE,yes
783,d5:r141:podd:b0,retarded,d5:r78:peven:b2,596,1,VISIBLE,yes
784,d5:r141:peven:b1,retarded,d5:r78:peven:b2,596,1,VISIBLE,yes
785,d5:r141:peven:b2,retarded,d5:r78:peven:b2,596,1,VISIBLE,yes
786,d5:r142:podd:b0,retarded,d5:r82:peven:b2,608,1,VISIBLE,yes
787,d5:r142:peven:b1,retarded,d5:r82:peven:b2,608,1,VISIBLE,yes
788,d5:r142:peven:b2,retarded,d5:r82:peven:b2,608,1,VISIBLE,yes
789,d5:r143:podd:b0,retarded,d5:r86:peven:b2,620,1,VISIBLE,yes
789,d5:r143:podd:b0,advanced,d4:r14:podd:b0,159,1/1,VISIBLE,yes
790,d5:r143:peven:b1,retarded,d5:r86:peven:b2,620,1,VISIBLE,yes
790,d5:r143:peven:b1,advanced,d4:r14:podd:b0,159,1/1,VISIBLE,yes
791,d5:r143:peven:b2,retarded,d5:r86:peven:b2,620,1,VISIBLE,yes
791,d5:r143:peven:b2,advanced,d4:r14:podd:b0,159,1/1,VISIBLE,yes
792,d5:r144:podd:b0,retarded,d5:r90:peven:b2,632,1,VISIBLE,yes
793,d5:r144:peven:b1,retarded,d5:r90:peven:b2,632,1,VISIBLE,yes
794,d5:r144:peven:b2,retarded,d5:r90:peven:b2,632,1,VISIBLE,yes
795,d5:r145:podd:b0,retarded,d5:r94:peven:b2,644,1,VISIBLE,yes
796,d5:r145:peven:b1,retarded,d5:r94:peven:b2,644,1,VISIBLE,yes
797,d5:r145:peven:b2,retarded,d5:r94:peven:b2,644,1,VISIBLE,yes
798,d5:r146:podd:b0,retarded,d5:r98:peven:b2,656,1,VISIBLE,yes
798,d5:r146:podd:b0,advanced,d4:r16:podd:b0,165,1/1,VISIBLE,yes
799,d5:r146:peven:b1,retarded,d5:r98:peven:b2,656,1,VISIBLE,yes
799,d5:r146:peven:b1,advanced,d4:r16:podd:b0,165,1/1,VISIBLE,yes
800,d5:r146:peven:b2,retarded,d5:r98:peven:b2,656,1,VISIBLE,yes
800,d5:r146:peven:b2,advanced,d4:r16:podd:b0,165,1/1,VISIBLE,yes
801,d5:r147:podd:b0,retarded,d5:r102:peven:b2,668,1,VISIBLE,yes
802,d5:r147:peven:b1,retarded,d5:r102:peven:b2,668,1,VISIBLE,yes
803,d5:r147:peven:b2,retarded,d5:r102:peven:b2,668,1,VISIBLE,yes
804,d5:r148:podd:b0,retarded,d5:r106:peven:b2,680,1,VISIBLE,yes
805,d5:r148:peven:b1,retarded,d5:r106:peven:b2,680,1,VISIBLE,yes
806,d5:r148:peven:b2,retarded,d5:r106:peven:b2,680,1,VISIBLE,yes
807,d5:r149:podd:b0,retarded,d5:r110:peven:b2,692,1,VISIBLE,yes
807,d5:r149:podd:b0,advanced,d4:r18:podd:b0,171,1/1,VISIBLE,yes
808,d5:r149:peven:b1,retarded,d5:r110:peven:b2,692,1,VISIBLE,yes
808,d5:r149:peven:b1,advanced,d4:r18:podd:b0,171,1/1,VISIBLE,yes
809,d5:r149:peven:b2,retarded,d5:r110:peven:b2,692,1,VISIBLE,yes
809,d5:r149:peven:b2,advanced,d4:r18:podd:b0,171,1/1,VISIBLE,yes
810,d5:r150:podd:b0,retarded,d5:r114:peven:b2,704,1,VISIBLE,yes
811,d5:r150:peven:b1,retarded,d5:r114:peven:b2,704,1,VISIBLE,yes
812,d5:r150:peven:b2,retarded,d5:r114:peven:b2,704,1,VISIBLE,yes
813,d5:r151:podd:b0,retarded,d5:r118:peven:b2,716,1,VISIBLE,yes
814,d5:r151:peven:b1,retarded,d5:r118:peven:b2,716,1,VISIBLE,yes
815,d5:r151:peven:b2,retarded,d5:r118:peven:b2,716,1,VISIBLE,yes
816,d5:r152:podd:b0,retarded,d5:r122:peven:b2,728,1,VISIBLE,yes
816,d5:r152:podd:b0,advanced,d4:r20:podd:b0,177,1/1,VISIBLE,yes
817,d5:r152:peven:b1,retarded,d5:r122:peven:b2,728,1,VISIBLE,yes
817,d5:r152:peven:b1,advanced,d4:r20:podd:b0,177,1/1,VISIBLE,yes
818,d5:r152:peven:b2,retarded,d5:r122:peven:b2,728,1,VISIBLE,yes
818,d5:r152:peven:b2,advanced,d4:r20:podd:b0,177,1/1,VISIBLE,yes
819,d5:r153:podd:b0,retarded,d5:r126:peven:b2,740,1,VISIBLE,yes
820,d5:r153:peven:b1,retarded,d5:r126:peven:b2,740,1,VISIBLE,yes
821,d5:r153:peven:b2,retarded,d5:r126:peven:b2,740,1,VISIBLE,yes
822,d5:r154:podd:b0,retarded,d5:r130:peven:b2,752,1,VISIBLE,yes
823,d5:r154:peven:b1,retarded,d5:r130:peven:b2,752,1,VISIBLE,yes
824,d5:r154:peven:b2,retarded,d5:r130:peven:b2,752,1,VISIBLE,yes
825,d5:r155:podd:b0,retarded,d5:r134:peven:b2,764,1,VISIBLE,yes
825,d5:r155:podd:b0,advanced,d4:r22:podd:b0,183,1/1,VISIBLE,yes
826,d5:r155:peven:b1,retarded,d5:r134:peven:b2,764,1,VISIBLE,yes
826,d5:r155:peven:b1,advanced,d4:r22:podd:b0,183,1/1,VISIBLE,yes
827,d5:r155:peven:b2,retarded,d5:r134:peven:b2,764,1,VISIBLE,yes
827,d5:r155:peven:b2,advanced,d4:r22:podd:b0,183,1/1,VISIBLE,yes
828,d5:r156:podd:b0,retarded,d5:r138:peven:b2,776,1,VISIBLE,yes
829,d5:r156:peven:b1,retarded,d5:r138:peven:b2,776,1,VISIBLE,yes
830,d5:r156:peven:b2,retarded,d5:r138:peven:b2,776,1,VISIBLE,yes
831,d5:r157:podd:b0,retarded,d5:r142:peven:b2,788,1,VISIBLE,yes
832,d5:r157:peven:b1,retarded,d5:r142:peven:b2,788,1,VISIBLE,yes
833,d5:r157:peven:b2,retarded,d5:r142:peven:b2,788,1,VISIBLE,yes
834,d5:r158:podd:b0,retarded,d5:r146:peven:b2,800,1,VISIBLE,yes
834,d5:r158:podd:b0,advanced,d4:r24:podd:b0,189,1/1,VISIBLE,yes
835,d5:r158:peven:b1,retarded,d5:r146:peven:b2,800,1,VISIBLE,yes
835,d5:r158:peven:b1,advanced,d4:r24:podd:b0,189,1/1,VISIBLE,yes
836,d5:r158:peven:b2,retarded,d5:r146:peven:b2,800,1,VISIBLE,yes
836,d5:r158:peven:b2,advanced,d4:r24:podd:b0,189,1/1,VISIBLE,yes
837,d5:r159:podd:b0,retarded,d5:r150:peven:b2,812,1,VISIBLE,yes
838,d5:r159:peven:b1,retarded,d5:r150:peven:b2,812,1,VISIBLE,yes
839,d5:r159:peven:b2,retarded,d5:r150:peven:b2,812,1,VISIBLE,yes
840,d5:r160:podd:b0,retarded,d5:r154:peven:b2,824,1,VISIBLE,yes
841,d5:r160:peven:b1,retarded,d5:r154:peven:b2,824,1,VISIBLE,yes
842,d5:r160:peven:b2,retarded,d5:r154:peven:b2,824,1,VISIBLE,yes
843,d5:r161:podd:b0,retarded,d5:r158:peven:b2,836,1,VISIBLE,yes
843,d5:r161:podd:b0,advanced,d4:r26:podd:b0,195,1/1,VISIBLE,yes
844,d5:r161:peven:b1,retarded,d5:r158:peven:b2,836,1,VISIBLE,yes
844,d5:r161:peven:b1,advanced,d4:r26:podd:b0,195,1/1,VISIBLE,yes
845,d5:r161:peven:b2,retarded,d5:r158:peven:b2,836,1,VISIBLE,yes
845,d5:r161:peven:b2,advanced,d4:r26:podd:b0,195,1/1,VISIBLE,yes
846,d5:r162:podd:b0,retarded,d5:r162:peven:b2,848,1,VISIBLE,yes
847,d5:r162:peven:b1,retarded,d5:r162:peven:b2,848,1,VISIBLE,yes
848,d5:r162:peven:b2,retarded,d5:r162:peven:b2,848,1,VISIBLE,yes
849,d5:r163:podd:b0,retarded,d5:r166:peven:b2,860,1,VISIBLE,yes
850,d5:r163:peven:b1,retarded,d5:r166:peven:b2,860,1,VISIBLE,yes
851,d5:r163:peven:b2,retarded,d5:r166:peven:b2,860,1,VISIBLE,yes
852,d5:r164:podd:b0,retarded,d5:r170:peven:b2,872,1,VISIBLE,yes
852,d5:r164:podd:b0,advanced,d4:r28:podd:b0,201,1/1,VISIBLE,yes
853,d5:r164:peven:b1,retarded,d5:r170:peven:b2,872,1,VISIBLE,yes
853,d5:r164:peven:b1,advanced,d4:r28:podd:b0,201,1/1,VISIBLE,yes
854,d5:r164:peven:b2,retarded,d5:r170:peven:b2,872,1,VISIBLE,yes
854,d5:r164:peven:b2,advanced,d4:r28:podd:b0,201,1/1,VISIBLE,yes
855,d5:r165:podd:b0,retarded,d5:r174:peven:b2,884,1,VISIBLE,yes
856,d5:r165:peven:b1,retarded,d5:r174:peven:b2,884,1,VISIBLE,yes
857,d5:r165:peven:b2,retarded,d5:r174:peven:b2,884,1,VISIBLE,yes
858,d5:r166:podd:b0,retarded,d5:r178:peven:b2,896,1,VISIBLE,yes
859,d5:r166:peven:b1,retarded,d5:r178:peven:b2,896,1,VISIBLE,yes
860,d5:r166:peven:b2,retarded,d5:r178:peven:b2,896,1,VISIBLE,yes
861,d5:r167:podd:b0,retarded,d5:r182:peven:b2,908,1,VISIBLE,yes
861,d5:r167:podd:b0,advanced,d4:r30:podd:b0,207,1/1,VISIBLE,yes
862,d5:r167:peven:b1,retarded,d5:r182:peven:b2,908,1,VISIBLE,yes
862,d5:r167:peven:b1,advanced,d4:r30:podd:b0,207,1/1,VISIBLE,yes
863,d5:r167:peven:b2,retarded,d5:r182:peven:b2,908,1,VISIBLE,yes
863,d5:r167:peven:b2,advanced,d4:r30:podd:b0,207,1/1,VISIBLE,yes
864,d5:r168:podd:b0,retarded,d5:r186:peven:b2,920,1,VISIBLE,yes
865,d5:r168:peven:b1,retarded,d5:r186:peven:b2,920,1,VISIBLE,yes
866,d5:r168:peven:b2,retarded,d5:r186:peven:b2,920,1,VISIBLE,yes
867,d5:r169:podd:b0,retarded,d5:r190:peven:b2,932,1,VISIBLE,yes
868,d5:r169:peven:b1,retarded,d5:r190:peven:b2,932,1,VISIBLE,yes
869,d5:r169:peven:b2,retarded,d5:r190:peven:b2,932,1,VISIBLE,yes
870,d5:r170:podd:b0,retarded,d5:r194:peven:b2,944,1,VISIBLE,yes
870,d5:r170:podd:b0,advanced,d4:r32:podd:b0,213,1/1,VISIBLE,yes
871,d5:r170:peven:b1,retarded,d5:r194:peven:b2,944,1,VISIBLE,yes
871,d5:r170:peven:b1,advanced,d4:r32:podd:b0,213,1/1,VISIBLE,yes
872,d5:r170:peven:b2,retarded,d5:r194:peven:b2,944,1,VISIBLE,yes
872,d5:r170:peven:b2,advanced,d4:r32:podd:b0,213,1/1,VISIBLE,yes
873,d5:r171:podd:b0,retarded,d5:r198:peven:b2,956,1,VISIBLE,yes
874,d5:r171:peven:b1,retarded,d5:r198:peven:b2,956,1,VISIBLE,yes
875,d5:r171:peven:b2,retarded,d5:r198:peven:b2,956,1,VISIBLE,yes
876,d5:r172:podd:b0,retarded,d5:r202:peven:b2,968,1,VISIBLE,yes
877,d5:r172:peven:b1,retarded,d5:r202:peven:b2,968,1,VISIBLE,yes
878,d5:r172:peven:b2,retarded,d5:r202:peven:b2,968,1,VISIBLE,yes
879,d5:r173:podd:b0,retarded,d5:r206:peven:b2,980,1,VISIBLE,yes
879,d5:r173:podd:b0,advanced,d4:r34:podd:b0,219,1/1,VISIBLE,yes
880,d5:r173:peven:b1,retarded,d5:r206:peven:b2,980,1,VISIBLE,yes
880,d5:r173:peven:b1,advanced,d4:r34:podd:b0,219,1/1,VISIBLE,yes
881,d5:r173:peven:b2,retarded,d5:r206:peven:b2,980,1,VISIBLE,yes
881,d5:r173:peven:b2,advanced,d4:r34:podd:b0,219,1/1,VISIBLE,yes
882,d5:r174:podd:b0,retarded,d5:r210:peven:b2,992,1,VISIBLE,yes
883,d5:r174:peven:b1,retarded,d5:r210:peven:b2,992,1,VISIBLE,yes
884,d5:r174:peven:b2,retarded,d5:r210:peven:b2,992,1,VISIBLE,yes
885,d5:r175:podd:b0,retarded,d5:r214:peven:b2,1004,1,VISIBLE,yes
886,d5:r175:peven:b1,retarded,d5:r214:peven:b2,1004,1,VISIBLE,yes
887,d5:r175:peven:b2,retarded,d5:r214:peven:b2,1004,1,VISIBLE,yes
888,d5:r176:podd:b0,retarded,d5:r218:peven:b2,1016,1,VISIBLE,yes
888,d5:r176:podd:b0,advanced,d4:r36:podd:b0,225,1/1,VISIBLE,yes
889,d5:r176:peven:b1,retarded,d5:r218:peven:b2,1016,1,VISIBLE,yes
889,d5:r176:peven:b1,advanced,d4:r36:podd:b0,225,1/1,VISIBLE,yes
890,d5:r176:peven:b2,retarded,d5:r218:peven:b2,1016,1,VISIBLE,yes
890,d5:r176:peven:b2,advanced,d4:r36:podd:b0,225,1/1,VISIBLE,yes
891,d5:r177:podd:b0,retarded,d5:r222:peven:b2,1028,1,VISIBLE,yes
892,d5:r177:peven:b1,retarded,d5:r222:peven:b2,1028,1,VISIBLE,yes
893,d5:r177:peven:b2,retarded,d5:r222:peven:b2,1028,1,VISIBLE,yes
894,d5:r178:podd:b0,retarded,d5:r226:peven:b2,1040,1,VISIBLE,yes
895,d5:r178:peven:b1,retarded,d5:r226:peven:b2,1040,1,VISIBLE,yes
896,d5:r178:peven:b2,retarded,d5:r226:peven:b2,1040,1,VISIBLE,yes
897,d5:r179:podd:b0,retarded,d5:r230:peven:b2,1052,1,VISIBLE,yes
897,d5:r179:podd:b0,advanced,d4:r38:podd:b0,231,1/1,VISIBLE,yes
898,d5:r179:peven:b1,retarded,d5:r230:peven:b2,1052,1,VISIBLE,yes
898,d5:r179:peven:b1,advanced,d4:r38:podd:b0,231,1/1,VISIBLE,yes
899,d5:r179:peven:b2,retarded,d5:r230:peven:b2,1052,1,VISIBLE,yes
899,d5:r179:peven:b2,advanced,d4:r38:podd:b0,231,1/1,VISIBLE,yes
900,d5:r180:podd:b0,retarded,d5:r234:peven:b2,1064,1,VISIBLE,yes
901,d5:r180:peven:b1,retarded,d5:r234:peven:b2,1064,1,VISIBLE,yes
902,d5:r180:peven:b2,retarded,d5:r234:peven:b2,1064,1,VISIBLE,yes
903,d5:r181:podd:b0,retarded,d5:r238:peven:b2,1076,1,VISIBLE,yes
904,d5:r181:peven:b1,retarded,d5:r238:peven:b2,1076,1,VISIBLE,yes
905,d5:r181:peven:b2,retarded,d5:r238:peven:b2,1076,1,VISIBLE,yes
906,d5:r182:podd:b0,retarded,d5:r242:peven:b2,1088,1,VISIBLE,yes
906,d5:r182:podd:b0,advanced,d4:r40:podd:b0,237,1/1,VISIBLE,yes
907,d5:r182:peven:b1,retarded,d5:r242:peven:b2,1088,1,VISIBLE,yes
907,d5:r182:peven:b1,advanced,d4:r40:podd:b0,237,1/1,VISIBLE,yes
908,d5:r182:peven:b2,retarded,d5:r242:peven:b2,1088,1,VISIBLE,yes
908,d5:r182:peven:b2,advanced,d4:r40:podd:b0,237,1/1,VISIBLE,yes
909,d5:r183:podd:b0,retarded,d5:r3:peven:b2,371,1,VISIBLE,yes
910,d5:r183:peven:b1,retarded,d5:r3:peven:b2,371,1,VISIBLE,yes
911,d5:r183:peven:b2,retarded,d5:r3:peven:b2,371,1,VISIBLE,yes
912,d5:r184:podd:b0,retarded,d5:r7:peven:b2,383,1,VISIBLE,yes
913,d5:r184:peven:b1,retarded,d5:r7:peven:b2,383,1,VISIBLE,yes
914,d5:r184:peven:b2,retarded,d5:r7:peven:b2,383,1,VISIBLE,yes
915,d5:r185:podd:b0,retarded,d5:r11:peven:b2,395,1,VISIBLE,yes
915,d5:r185:podd:b0,advanced,d4:r42:podd:b0,243,1/1,VISIBLE,yes
916,d5:r185:peven:b1,retarded,d5:r11:peven:b2,395,1,VISIBLE,yes
916,d5:r185:peven:b1,advanced,d4:r42:podd:b0,243,1/1,VISIBLE,yes
917,d5:r185:peven:b2,retarded,d5:r11:peven:b2,395,1,VISIBLE,yes
917,d5:r185:peven:b2,advanced,d4:r42:podd:b0,243,1/1,VISIBLE,yes
918,d5:r186:podd:b0,retarded,d5:r15:peven:b2,407,1,VISIBLE,yes
919,d5:r186:peven:b1,retarded,d5:r15:peven:b2,407,1,VISIBLE,yes
920,d5:r186:peven:b2,retarded,d5:r15:peven:b2,407,1,VISIBLE,yes
921,d5:r187:podd:b0,retarded,d5:r19:peven:b2,419,1,VISIBLE,yes
922,d5:r187:peven:b1,retarded,d5:r19:peven:b2,419,1,VISIBLE,yes
923,d5:r187:peven:b2,retarded,d5:r19:peven:b2,419,1,VISIBLE,yes
924,d5:r188:podd:b0,retarded,d5:r23:peven:b2,431,1,VISIBLE,yes
924,d5:r188:podd:b0,advanced,d4:r44:podd:b0,249,1/1,VISIBLE,yes
925,d5:r188:peven:b1,retarded,d5:r23:peven:b2,431,1,VISIBLE,yes
925,d5:r188:peven:b1,advanced,d4:r44:podd:b0,249,1/1,VISIBLE,yes
926,d5:r188:peven:b2,retarded,d5:r23:peven:b2,431,1,VISIBLE,yes
926,d5:r188:peven:b2,advanced,d4:r44:podd:b0,249,1/1,VISIBLE,yes
927,d5:r189:podd:b0,retarded,d5:r27:peven:b2,443,1,VISIBLE,yes
928,d5:r189:peven:b1,retarded,d5:r27:peven:b2,443,1,VISIBLE,yes
929,d5:r189:peven:b2,retarded,d5:r27:peven:b2,443,1,VISIBLE,yes
930,d5:r190:podd:b0,retarded,d5:r31:peven:b2,455,1,VISIBLE,yes
931,d5:r190:peven:b1,retarded,d5:r31:peven:b2,455,1,VISIBLE,yes
932,d5:r190:peven:b2,retarded,d5:r31:peven:b2,455,1,VISIBLE,yes
933,d5:r191:podd:b0,retarded,d5:r35:peven:b2,467,1,VISIBLE,yes
933,d5:r191:podd:b0,advanced,d4:r46:podd:b0,255,1/1,VISIBLE,yes
934,d5:r191:peven:b1,retarded,d5:r35:peven:b2,467,1,VISIBLE,yes
934,d5:r191:peven:b1,advanced,d4:r46:podd:b0,255,1/1,VISIBLE,yes
935,d5:r191:peven:b2,retarded,d5:r35:peven:b2,467,1,VISIBLE,yes
935,d5:r191:peven:b2,advanced,d4:r46:podd:b0,255,1/1,VISIBLE,yes
936,d5:r192:podd:b0,retarded,d5:r39:peven:b2,479,1,VISIBLE,yes
937,d5:r192:peven:b1,retarded,d5:r39:peven:b2,479,1,VISIBLE,yes
938,d5:r192:peven:b2,retarded,d5:r39:peven:b2,479,1,VISIBLE,yes
939,d5:r193:podd:b0,retarded,d5:r43:peven:b2,491,1,VISIBLE,yes
940,d5:r193:peven:b1,retarded,d5:r43:peven:b2,491,1,VISIBLE,yes
941,d5:r193:peven:b2,retarded,d5:r43:peven:b2,491,1,VISIBLE,yes
942,d5:r194:podd:b0,retarded,d5:r47:peven:b2,503,1,VISIBLE,yes
942,d5:r194:podd:b0,advanced,d4:r48:podd:b0,261,1/1,VISIBLE,yes
943,d5:r194:peven:b1,retarded,d5:r47:peven:b2,503,1,VISIBLE,yes
943,d5:r194:peven:b1,advanced,d4:r48:podd:b0,261,1/1,VISIBLE,yes
944,d5:r194:peven:b2,retarded,d5:r47:peven:b2,503,1,VISIBLE,yes
944,d5:r194:peven:b2,advanced,d4:r48:podd:b0,261,1/1,VISIBLE,yes
945,d5:r195:podd:b0,retarded,d5:r51:peven:b2,515,1,VISIBLE,yes
946,d5:r195:peven:b1,retarded,d5:r51:peven:b2,515,1,VISIBLE,yes
947,d5:r195:peven:b2,retarded,d5:r51:peven:b2,515,1,VISIBLE,yes
948,d5:r196:podd:b0,retarded,d5:r55:peven:b2,527,1,VISIBLE,yes
949,d5:r196:peven:b1,retarded,d5:r55:peven:b2,527,1,VISIBLE,yes
950,d5:r196:peven:b2,retarded,d5:r55:peven:b2,527,1,VISIBLE,yes
951,d5:r197:podd:b0,retarded,d5:r59:peven:b2,539,1,VISIBLE,yes
951,d5:r197:podd:b0,advanced,d4:r50:podd:b0,267,1/1,VISIBLE,yes
952,d5:r197:peven:b1,retarded,d5:r59:peven:b2,539,1,VISIBLE,yes
952,d5:r197:peven:b1,advanced,d4:r50:podd:b0,267,1/1,VISIBLE,yes
953,d5:r197:peven:b2,retarded,d5:r59:peven:b2,539,1,VISIBLE,yes
953,d5:r197:peven:b2,advanced,d4:r50:podd:b0,267,1/1,VISIBLE,yes
954,d5:r198:podd:b0,retarded,d5:r63:peven:b2,551,1,VISIBLE,yes
955,d5:r198:peven:b1,retarded,d5:r63:peven:b2,551,1,VISIBLE,yes
956,d5:r198:peven:b2,retarded,d5:r63:peven:b2,551,1,VISIBLE,yes
957,d5:r199:podd:b0,retarded,d5:r67:peven:b2,563,1,VISIBLE,yes
958,d5:r199:peven:b1,retarded,d5:r67:peven:b2,563,1,VISIBLE,yes
959,d5:r199:peven:b2,retarded,d5:r67:peven:b2,563,1,VISIBLE,yes
960,d5:r200:podd:b0,retarded,d5:r71:peven:b2,575,1,VISIBLE,yes
960,d5:r200:podd:b0,advanced,d4:r52:podd:b0,273,1/1,VISIBLE,yes
961,d5:r200:peven:b1,retarded,d5:r71:peven:b2,575,1,VISIBLE,yes
961,d5:r200:peven:b1,advanced,d4:r52:podd:b0,273,1/1,VISIBLE,yes
962,d5:r200:peven:b2,retarded,d5:r71:peven:b2,575,1,VISIBLE,yes
962,d5:r200:peven:b2,advanced,d4:r52:podd:b0,273,1/1,VISIBLE,yes
963,d5:r201:podd:b0,retarded,d5:r75:peven:b2,587,1,VISIBLE,yes
964,d5:r201:peven:b1,retarded,d5:r75:peven:b2,587,1,VISIBLE,yes
965,d5:r201:peven:b2,retarded,d5:r75:peven:b2,587,1,VISIBLE,yes
966,d5:r202:podd:b0,retarded,d5:r79:peven:b2,599,1,VISIBLE,yes
967,d5:r202:peven:b1,retarded,d5:r79:peven:b2,599,1,VISIBLE,yes
968,d5:r202:peven:b2,retarded,d5:r79:peven:b2,599,1,VISIBLE,yes
969,d5:r203:podd:b0,retarded,d5:r83:peven:b2,611,1,VISIBLE,yes
969,d5:r203:podd:b0,advanced,d4:r54:podd:b0,279,1/1,VISIBLE,yes
970,d5:r203:peven:b1,retarded,d5:r83:peven:b2,611,1,VISIBLE,yes
970,d5:r203:peven:b1,advanced,d4:r54:podd:b0,279,1/1,VISIBLE,yes
971,d5:r203:peven:b2,retarded,d5:r83:peven:b2,611,1,VISIBLE,yes
971,d5:r203:peven:b2,advanced,d4:r54:podd:b0,279,1/1,VISIBLE,yes
972,d5:r204:podd:b0,retarded,d5:r87:peven:b2,623,1,VISIBLE,yes
973,d5:r204:peven:b1,retarded,d5:r87:peven:b2,623,1,VISIBLE,yes
974,d5:r204:peven:b2,retarded,d5:r87:peven:b2,623,1,VISIBLE,yes
975,d5:r205:podd:b0,retarded,d5:r91:peven:b2,635,1,VISIBLE,yes
976,d5:r205:peven:b1,retarded,d5:r91:peven:b2,635,1,VISIBLE,yes
977,d5:r205:peven:b2,retarded,d5:r91:peven:b2,635,1,VISIBLE,yes
978,d5:r206:podd:b0,retarded,d5:r95:peven:b2,647,1,VISIBLE,yes
978,d5:r206:podd:b0,advanced,d4:r56:podd:b0,285,1/1,VISIBLE,yes
979,d5:r206:peven:b1,retarded,d5:r95:peven:b2,647,1,VISIBLE,yes
