mode,row_kind,retarded_mode,auxiliary_mode,target,slack
15515,D3,3011,3782,504140423/25000000,18323449234442051154954104197/620594065125000000000000000000000
15518,D1,3023,1007,267282489/50000000,121482652283493629641613/15514851628125000000000000000
15521,D2,3035,,112580389/100000000,90966343259/55163916900000000
15524,D3,3047,3788,666700227/100000000,16168970677494502103085714821/1654917507000000000000000000000000
15527,D1,3059,1019,622285941/100000000,75376266484241068324523/8274587535000000000000000000
15530,D2,3071,,7212473/2000000,52458605567/9929505042000000
15533,D3,3083,3794,37456193/12500000,21772416686869809292174954223/4964752521000000000000000000000000
15536,D1,3095,1031,505145393/100000000,305818660912252072206679/41372937675000000000000000000
15539,D2,3107,,111924559/100000000,271847645587/165491750700000000
15542,D3,3119,3800,1237361357/100000000,89925048583369562034953006213/4964752521000000000000000000000000
15545,D1,3131,1043,111580793/10000000,45038919758443325915677/2758195845000000000000000000
15548,D2,3143,,89170889/50000000,647237438831/248237626050000000
15551,D3,3155,3806,158310991/6250000,184144757497606099665448884769/4964752521000000000000000000000000
15554,D1,3167,1055,585875277/100000000,532384749513906695694931/62059406512500000000000000000
15557,D2,3179,,63287187/10000000,460074751573/49647525210000000
15560,D3,3191,3812,67791759/10000000,49296133504486433679838336019/4964752521000000000000000000000000
15563,D1,3203,1067,438398921/100000000,132801199974439532992159/20686468837500000000000000000
15566,D2,3215,,2740977/1000000,6632415661/1654917507000000
15569,D3,3227,3818,149758111/25000000,5444185146097346414681780539/620594065125000000000000000000000
15572,D1,3239,1079,930679529/50000000,67652123224231426739251/2482376260500000000000000000
15575,D2,3251,,71790823/50000000,520926085217/248237626050000000
15578,D3,3263,3824,1037044261/100000000,75407522324517065835903298291/4964752521000000000000000000000000
15581,D1,3275,1091,491647001/100000000,11035411978788529292907/1532331025000000000000000000
15584,D2,3287,,39020517/20000000,31548169627/11032783380000000
15587,D3,3299,3830,131632729/50000000,1278251541337697008533830129/330983501400000000000000000000000
15590,D1,3311,1103,110529519/20000000,1004274776750766534632467/124118813025000000000000000000
15593,D2,3323,,7013027/4000000,5661545437/2206556676000000
15596,D3,3335,3836,558862213/100000000,3384548367504689132053765051/413729376750000000000000000000000
15599,D1,3347,1115,26432471/4000000,240262987950892120638239/24823762605000000000000000000
15602,D2,3359,,147611121/100000000,1073287613959/496475252100000000
15605,D3,3371,3842,63922029/12500000,18582692150607962917640877667/2482376260500000000000000000000000
15608,D1,3383,1127,354082533/50000000,1286707892568933827314079/124118813025000000000000000000
15611,D2,3395,,375414521/100000000,2727245242559/496475252100000000
15614,D3,3407,3848,332529687/100000000,965163720958455453428140171/198590100840000000000000000000000
15617,D1,3419,1139,607015087/100000000,275738831392987103914289/31029703256250000000000000000
15620,D2,3431,,33774807/25000000,81800153851/41372937675000000
15623,D3,3443,3854,449511053/50000000,3267284636204027303606535917/248237626050000000000000000000000
15626,D1,3455,1151,718222587/100000000,24157974707152856362877/2298496537500000000000000000
15629,D2,3467,,188944291/100000000,458576397463/165491750700000000
15632,D3,3479,3860,462794021/50000000,33619635324903708880817695951/2482376260500000000000000000000000
15635,D1,3491,1163,211510217/50000000,28476864834128772537059/4596993075000000000000000000
15638,D2,3503,,396100099/100000000,2878121400421/496475252100000000
15641,D3,3515,3866,6436901/1250000,37463736210190598493563525207/4964752521000000000000000000000000
15644,D1,3527,1175,407410863/100000000,370122639827773204624067/62059406512500000000000000000
15647,D2,3539,,10665123/4000000,25840991639/6619670028000000
15650,D3,3551,3872,436707/78125,40651201301217668151990206593/4964752521000000000000000000000000
15653,D1,3563,1187,938601209/100000000,284284758732845569481227/20686468837500000000000000000
15656,D2,3575,,7535153/6250000,18282376429/10343234418750000
15659,D3,3587,3878,13783891/1000000,33409048672522378102178154817/1654917507000000000000000000000000
15662,D1,3599,1199,42039637/10000000,84907178662207145150671/13790979225000000000000000000
15665,D2,3611,,136006983/50000000,988277145857/248237626050000000
15668,D3,3623,3884,32578833/10000000,1478591468925251485123809167/310297032562500000000000000000000
15671,D1,3635,1211,155030359/25000000,187944250174817832351733/20686468837500000000000000000
15674,D2,3647,,116512677/50000000,94081754587/27581958450000000
15677,D3,3659,3890,106321893/12500000,1717343423742309165385209551/137909792250000000000000000000000
15680,D1,3671,1223,68502259/10000000,415150092024379671902431/41372937675000000000000000000
15683,D2,3683,,85801679/50000000,622678717241/248237626050000000
15686,D3,3695,3896,1443153111/100000000,52448762597865899276473639181/2482376260500000000000000000000000
15689,D1,3707,1235,525139001/50000000,1908281197578415388487457/124118813025000000000000000000
15692,D2,3719,,87932893/50000000,639799426747/248237626050000000
15695,D3,3731,3902,411804879/100000000,5991861217196972083759369631/992950504200000000000000000000000
15698,D1,3743,1247,431469849/100000000,784490946657313512118021/124118813025000000000000000000
15701,D2,3755,,8238389/6250000,59843271331/31029703256250000
15704,D3,3767,3908,6572973/390625,122291302339761757183142359583/4964752521000000000000000000000000
15707,D1,3779,1259,34467651/5000000,1253112272083192371347047/124118813025000000000000000000
15710,D2,3791,,58872891/50000000,426789191789/248237626050000000
15713,D3,3803,3914,96019491/6250000,111707750702374136154178769009/4964752521000000000000000000000000
15716,D1,3815,1271,811039441/100000000,1473984668451221899428103/124118813025000000000000000000
15719,D2,3827,,369313043/50000000,2685127568597/248237626050000000
15722,D3,3839,3920,350903203/100000000,2831963125806376195391349847/551639169000000000000000000000000
15725,D1,3851,1283,599394111/100000000,272320196221240151347637/31029703256250000000000000000
15728,D2,3863,,11197143/5000000,27140917499/8274587535000000
15731,D3,3875,3926,513340933/50000000,74649709559168958242201515187/4964752521000000000000000000000000
15734,D1,3887,1295,590601037/50000000,536784604160884869099409/31029703256250000000000000000
15737,D2,3899,,30189951/25000000,219063883529/124118813025000000
15740,D3,3911,3932,871336111/100000000,15834049149390973788681203669/1241188130250000000000000000000000
15743,D1,3923,1307,24733977/6250000,143790420539510027081323/24823762605000000000000000000
15746,D2,3935,,57557481/25000000,139434280133/41372937675000000
15749,D3,3947,3938,359762667/100000000,348833534348785775411676271/66196700280000000000000000000000
15752,D1,3959,1319,390101473/100000000,354273608696424396760111/62059406512500000000000000000
15755,D2,3971,,30757831/25000000,223002258049/124118813025000000
15758,D3,3983,3944,1156936367/100000000,14022300098704516630362711667/827458753500000000000000000000000
15761,D1,3995,1331,571621507/100000000,207788891879840443943891/24823762605000000000000000000
15764,D2,4007,,204813483/100000000,496513653119/165491750700000000
15767,D3,4019,3950,225000333/50000000,87239065625069015130634907/13239340056000000000000000000000
15770,D1,4031,1343,578643937/100000000,1051074072217678023721883/124118813025000000000000000000
15773,D2,4043,,23897663/10000000,2142404217/612932410000000
15776,D3,4055,3956,322631021/100000000,5865764294436602431532050477/1241188130250000000000000000000000
15779,D1,4067,1355,546304219/100000000,27568083801284825952049/3447744806250000000000000000
15782,D2,4079,,143824677/100000000,1048282239283/496475252100000000
15785,D3,4091,3962,179552953/20000000,21743165870092555548749078221/1654917507000000000000000000000000
15788,D1,4103,1367,458341161/25000000,3332250582859266985574137/124118813025000000000000000000
15791,D2,4115,,63598049/50000000,461896568471/248237626050000000
15794,D3,4127,3968,940331479/100000000,68405205039585930223223978743/4964752521000000000000000000000000
15797,D1,4139,1379,866042573/100000000,262207758645187032935647/20686468837500000000000000000
15800,D2,4151,,163042997/50000000,1184812854563/248237626050000000
15803,D3,4163,3974,52465383/12500000,2542153243390029399480084469/413729376750000000000000000000000
15806,D1,4175,1391,13715739/4000000,207675260075999798920787/41372937675000000000000000000
15809,D2,4187,,59799783/20000000,144998499019/33098350140000000
15812,D3,4199,3980,636640203/100000000,15433593748965270558969186349/1654917507000000000000000000000000
15815,D1,4211,1403,1421304301/100000000,2583420202572804771244459/124118813025000000000000000000
15818,D2,4223,,28029033/20000000,68024019269/33098350140000000
15821,D3,4235,3986,979220249/100000000,17801303330973121181738039827/1241188130250000000000000000000000
15824,D1,4247,1415,22947527/6250000,222278346266967268874179/41372937675000000000000000000
15827,D2,4259,,104987721/50000000,84832356151/27581958450000000
15830,D3,4271,3992,69570033/25000000,20234380364545071496009968389/4964752521000000000000000000000000
15833,D1,4283,1427,437046991/50000000,99308287291475349641717/7757425814062500000000000000
15836,D2,4295,,10433333/4000000,75877817507/19859010084000000
15839,D3,4307,3998,743822143/100000000,54114126563648976836804228969/4964752521000000000000000000000000
15842,D1,4319,1439,167234209/25000000,1215590765526608700521881/124118813025000000000000000000
15845,D2,4331,,119284589/100000000,864045801131/496475252100000000
15848,D3,4343,4004,397348547/100000000,28867883221024794146412364343/4964752521000000000000000000000000
15851,D1,4355,1451,372546599/50000000,90322253605537930962623/8274587535000000000000000000
15854,D2,4367,,79634231/20000000,21422401987/3677594460000000
15857,D3,4379,4010,376540429/100000000,1142710990021942142495810621/206864688375000000000000000000000
15860,D1,4391,1463,100290873/25000000,729689028042476885815087/124118813025000000000000000000
15863,D2,4403,,162986279/100000000,131694037849/55163916900000000
15866,D3,4415,4016,210029649/20000000,38157904188144710980131780907/2482376260500000000000000000000000
15869,D1,4427,1475,631424767/100000000,382560000659292875212001/41372937675000000000000000000
15872,D2,4439,,136924553/100000000,995506451887/496475252100000000
15875,D3,4451,4022,464326643/50000000,16874977431182680582866909221/1241188130250000000000000000000000
15878,D1,4463,1487,743306919/100000000,21109069523647135590889/1939356453515625000000000000
15881,D2,4475,,248245893/100000000,602433451249/165491750700000000
15884,D3,4487,4028,64627059/20000000,586710932362875789551989271/124118813025000000000000000000000
15887,D1,4499,1499,383247339/100000000,348037754043714268428043/62059406512500000000000000000
15890,D2,4511,,9251079/1562500,67237779841/7757425814062500
15893,D3,4523,4034,292699399/50000000,21271100524382711597023508173/2482376260500000000000000000000000
15896,D1,4535,1511,789450753/100000000,35856083500490953186133/3102970325625000000000000000
15899,D2,4547,,119699847/100000000,868443435713/496475252100000000
15902,D3,4559,4040,2455030441/100000000,35696616364887427966817600771/992950504200000000000000000000000
15905,D1,4571,1523,108489841/25000000,9855399088241423175251/1551485162812500000000000000
15908,D2,4583,,176559739/100000000,1285092647981/496475252100000000
15911,D3,4595,4046,125645253/50000000,9136033408374662195098259611/2482376260500000000000000000000000
15914,D1,4607,1535,641994561/100000000,129562068446765068909829/13790979225000000000000000000
15917,D2,4619,,20231731/12500000,146713556149/62059406512500000
15920,D3,4631,4052,1050718933/100000000,38165770539595281565441805119/2482376260500000000000000000000000
15923,D1,4643,1547,24361379/3125000,472347058638454271259007/41372937675000000000000000000
15926,D2,4655,,88011781/50000000,638802550099/248237626050000000
15929,D3,4667,4058,49145149/10000000,35764569451291153016959026163/4964752521000000000000000000000000
15932,D1,4679,1559,677909719/100000000,51333294508493658463199/5171617209375000000000000000
15935,D2,4691,,87873557/25000000,639155012803/124118813025000000
15938,D3,4703,4064,1808684/390625,8418920665323445915939957129/1241188130250000000000000000000000
15941,D1,4715,1571,52397429/12500000,152405056230276077263153/24823762605000000000000000000
15944,D2,4727,,5048563/4000000,36646322677/19859010084000000
15947,D3,4739,4070,1960511157/100000000,74232519418420292682816277/2585808604687500000000000000000
15950,D1,4751,1583,779687343/100000000,472341885693279869475997/41372937675000000000000000000
15953,D2,4763,,13311621/10000000,96561653459/49647525210000000
15956,D3,4775,4076,1233616571/100000000,44850660440365351262084278319/2482376260500000000000000000000000
15959,D1,4787,1595,1020640267/100000000,61825859841354893234639/4137293767500000000000000000
15962,D2,4799,,66674239/20000000,484318993481/99295050420000000
15965,D3,4811,4082,64144463/20000000,23299225206964051607866485103/4964752521000000000000000000000000
15968,D1,4823,1607,26082329/5000000,59250616946566937136403/7757425814062500000000000000
15971,D2,4835,,2820777/1250000,20498071183/6205940651250000
15974,D3,4847,4088,200514071/25000000,58350247584302485908366092371/4964752521000000000000000000000000
15977,D1,4859,1619,2174101339/100000000,3951469860034871338091269/124118813025000000000000000000
15980,D2,4871,,63207871/50000000,459105707209/248237626050000000
15983,D3,4883,4094,793723183/50000000,115380025588800280523254321207/4964752521000000000000000000000000
15986,D1,4895,1631,454206819/100000000,412771293141486791462383/62059406512500000000000000000
15989,D2,4907,,57507893/25000000,46494539083/13790979225000000
15992,D3,4919,4100,83020837/20000000,5028213597711993874212501947/827458753500000000000000000000000
15995,D1,4931,1643,380575983/100000000,345866980049755218220309/62059406512500000000000000000
15998,D2,4943,,163683279/100000000,1189539203641/496475252100000000
16001,D3,4955,4106,1010267793/100000000,2294743417982704994415172237/155148516281250000000000000000000
16004,D1,4967,1655,39008871/5000000,709119196011570101032261/62059406512500000000000000000
16007,D2,4979,,123554737/50000000,897597758023/248237626050000000
16010,D3,4991,4112,164793063/25000000,23965739717561505014242653979/2482376260500000000000000000000000
16013,D1,5003,1667,305284629/50000000,1108907050191003362507203/124118813025000000000000000000
16016,D2,5015,,152700329/50000000,1110239720591/248237626050000000
16019,D3,5027,4118,335656373/100000000,12186205425389901216322710113/2482376260500000000000000000000000
16022,D1,5039,1679,8135681/1562500,946070641215384261555181/124118813025000000000000000000
16025,D2,5051,,12768997/10000000,92833608563/49647525210000000
16028,D3,5063,4124,1658237967/100000000,120536139346426141617384738023/4964752521000000000000000000000000
16031,D1,5075,1691,65054759/6250000,630479845024443115345859/41372937675000000000000000000
16034,D2,5087,,4067817/3125000,29594283343/15514851628125000
16037,D3,5099,4130,946895189/50000000,68824217784522869640973751467/2482376260500000000000000000000000
16040,D1,5111,1703,334667597/50000000,608657879897033732635619/62059406512500000000000000000
16043,D2,5123,,50999383/20000000,370441305457/99295050420000000
16046,D3,5135,4136,136220977/25000000,39602533134797707694706711823/4964752521000000000000000000000000
16049,D1,5147,1715,3738343/1000000,25170543767699239563379/4596993075000000000000000000
16052,D2,5159,,108141749/50000000,786226900771/248237626050000000
16055,D3,5171,4142,533236899/100000000,4308853273717490086205591377/551639169000000000000000000000000
16058,D1,5183,1727,472824483/50000000,859292664694401253899677/62059406512500000000000000000
16061,D2,5195,,258147/160000,1875441413/794360403360000
16064,D3,5207,4148,217403923/25000000,10535758886717409838728387451/827458753500000000000000000000000
16067,D1,5219,1739,134796281/20000000,1224857150693163053799761/124118813025000000000000000000
16070,D2,5231,,21643977/12500000,157224783983/62059406512500000
16073,D3,5243,4154,2587851/1000000,251228444950467880511046659/66196700280000000000000000000000
16076,D1,5255,1751,626282237/100000000,1137832464138056437322399/124118813025000000000000000000
16079,D2,5267,,47857071/25000000,38722786001/13790979225000000
16082,D3,5279,4160,663183911/100000000,48168287881689828273158454259/4964752521000000000000000000000000
16085,D1,5291,1763,640042867/100000000,145484344598287855734007/15514851628125000000000000000
16088,D2,5303,,12025563/10000000,9699922853/5516391690000000
16091,D3,5315,4166,360485497/100000000,6553808803257819270688771933/1241188130250000000000000000000000
16094,D1,5327,1775,26897503/5000000,3620274714683951889791/459699307500000000000000000
16097,D2,5339,,17677233/6250000,128598945607/31029703256250000
16100,D3,5351,4172,488186499/100000000,35508763696819793800773191627/4964752521000000000000000000000000
16103,D1,5363,1787,396380797/100000000,72066949194125208572449/12411881302500000000000000000
16106,D2,5375,,166659073/100000000,1212775726967/496475252100000000
16109,D3,5387,4178,5295722/390625,19718088583987331425489605067/992950504200000000000000000000000
16112,D1,5399,1799,588047903/100000000,534406347762097515536239/62059406512500000000000000000
16115,D2,5411,,153866089/100000000,1116340839631/496475252100000000
16118,D3,5423,4184,35379611/6250000,41191002134112541363461298157/4964752521000000000000000000000000
16121,D1,5435,1811,14361239/2500000,32622571246456143142393/3878712907031250000000000000
16124,D2,5447,,13960573/4000000,11287516163/2206556676000000
16127,D3,5459,4190,261833769/50000000,19023680761044931623575177819/2482376260500000000000000000000000
16130,D1,5471,1823,130831893/25000000,951332330357502714715057/124118813025000000000000000000
16133,D2,5483,,261356993/100000000,1901322270647/496475252100000000
16136,D3,5495,4196,722550563/100000000,6568109042564212319062060751/620594065125000000000000000000000
16139,D1,5507,1835,923648647/100000000,1678935026927074932219649/124118813025000000000000000000
16142,D2,5519,,100823961/50000000,733448044319/248237626050000000
16145,D3,5531,4202,1268805471/100000000,15378551073270410232182701877/827458753500000000000000000000000
16148,D1,5543,1847,360244979/100000000,654646733325083225234663/124118813025000000000000000000
16151,D2,5555,,215264731/100000000,1564085363149/496475252100000000
16154,D3,5567,4208,275971871/100000000,6679270834146522046259148707/1654917507000000000000000000000000
16157,D1,5579,1859,33817887/10000000,61481840397572275821449/12411881302500000000000000000
16160,D2,5591,,179970837/100000000,1309297769923/496475252100000000
16163,D3,5603,4214,188323373/25000000,10955227186700600401996945919/992950504200000000000000000000000
16166,D1,5615,1871,65527361/10000000,397262791481403089863493/41372937675000000000000000000
16169,D2,5627,,2625149/1250000,19104249371/6205940651250000
16172,D3,5639,4220,25122859/4000000,11423377389931114105176315149/1241188130250000000000000000000000
16175,D1,5651,1883,1081894897/100000000,163870742272441175260703/10343234418750000000000000000
16178,D2,5663,,38776179/20000000,281955002741/99295050420000000
16181,D3,5675,4226,177594207/25000000,51650871613078433242244143511/4964752521000000000000000000000000
16184,D1,5687,1895,4990733/1562500,18118154008719404925971/3878712907031250000000000000
16187,D2,5699,,84775513/50000000,205771393909/82745875350000000
16190,D3,5711,4232,1298234649/100000000,47183109812644182479418087991/2482376260500000000000000000000000
16193,D1,5723,1907,1070429213/100000000,486173304959860976342749/31029703256250000000000000000
16196,D2,5735,,26351171/20000000,191266447909/99295050420000000
16199,D3,5747,4238,3058251521/100000000,11117396017044516148956119513/248237626050000000000000000000000
16202,D1,5759,1919,35599793/6250000,172469021041499848396169/20686468837500000000000000000
16205,D2,5771,,100518477/25000000,730707169483/124118813025000000
16208,D3,5783,4244,17238263/5000000,25056058733410032389957367409/4964752521000000000000000000000000
16211,D1,5795,1931,112472511/25000000,816731558713284256495747/124118813025000000000000000000
16214,D2,5807,,223322661/100000000,541801273873/165491750700000000
16217,D3,5819,4250,64229933/10000000,730117900283476114729262257/77574258140625000000000000000000
16220,D1,5831,1943,1541237393/100000000,2801370121910176295958301/124118813025000000000000000000
16223,D2,5843,,7861343/5000000,19040768099/8274587535000000
16226,D3,5855,4256,223422039/12500000,12997879782616958691497037161/496475252100000000000000000000000
16229,D1,5867,1955,70100691/20000000,53126238450795735273901/10343234418750000000000000000
16232,D2,5879,,210431903/100000000,1528681922537/496475252100000000
16235,D3,5891,4262,419352213/100000000,7614051807542536529343843311/1241188130250000000000000000000000
16238,D1,5903,1967,88710737/20000000,1342399989547043037781/206864688375000000000000000
16241,D2,5915,,1284331/781250,9342451549/3878712907031250
16244,D3,5927,4268,1442754621/100000000,52433305745928179180511767029/2482376260500000000000000000000000
16247,D1,5939,1979,590574133/100000000,357872863737666987301253/41372937675000000000000000000
16250,D2,5951,,110921349/100000000,807319529171/496475252100000000
16253,D3,5963,4274,566422457/100000000,20585961817029093676965801407/2482376260500000000000000000000000
16256,D1,5975,1991,726953197/100000000,1320975303130061452888411/124118813025000000000000000000
16259,D2,5987,,154476199/50000000,1122380252321/248237626050000000
16262,D3,5999,4280,390676291/100000000,14214482272129981937076010219/2482376260500000000000000000000000
16265,D1,6011,2003,251909713/50000000,50899502198308103130977/6895489612500000000000000000
16268,D2,6023,,120796007/100000000,876520016353/496475252100000000
16271,D3,6035,4286,1233792813/100000000,89685825549812582695242877967/4964752521000000000000000000000000
16274,D1,6047,2015,174861183/20000000,1589558607458555283464309/124118813025000000000000000000
16277,D2,6059,,65678667/50000000,17705030759/9193986150000000
16280,D3,6071,4292,490501383/20000000,178250999782387501611750344489/4964752521000000000000000000000000
16283,D1,6083,2027,19960749/3125000,19335565422073156797959/2068646883750000000000000000
16286,D2,6095,,96543907/20000000,701214560453/99295050420000000
16289,D3,6107,4298,42107387/6250000,391883756128150858685654459/39718020168000000000000000000000
16292,D1,6119,2039,494749317/100000000,898812040606322789042359/124118813025000000000000000000
16295,D2,6131,,67328557/25000000,488898957803/124118813025000000
16298,D3,6143,4304,342772387/50000000,16620803956603389031952202101/1654917507000000000000000000000000
16301,D1,6155,2051,2599167491/100000000,787290889674288610900727/20686468837500000000000000000
16304,D2,6167,,123452943/100000000,299338626899/165491750700000000
16307,D3,6179,4310,105341163/12500000,30641961812927226860556265579/2482376260500000000000000000000000
16310,D1,6191,2063,216758733/50000000,39380933235825514868641/6205940651250000000000000000
16313,D2,6203,,60357257/20000000,438388605103/99295050420000000
16316,D3,6215,4316,237878647/100000000,17299427813134630065723638839/4964752521000000000000000000000000
16319,D1,6227,2075,665731927/100000000,1209801829770456346056539/124118813025000000000000000000
16322,D2,6239,,67346119/25000000,489515184001/124118813025000000
16325,D3,6251,4322,575345209/100000000,870239916549880000144895491/103432344187500000000000000000000
16328,D1,6263,2087,569395179/100000000,1035473897962056141872017/124118813025000000000000000000
16331,D2,6275,,168885517/100000000,1230913861643/496475252100000000
16334,D3,6287,4328,248074953/50000000,7218203037506276628847340561/992950504200000000000000000000000
16337,D1,6299,2099,109411643/12500000,1590654883484300666207399/124118813025000000000000000000
16340,D2,6311,,93364273/20000000,679051917767/99295050420000000
16343,D3,6323,4334,176425697/50000000,25670550607828852612921203413/4964752521000000000000000000000000
16346,D1,6335,2111,25815139/5000000,939243589803411845653127/124118813025000000000000000000
16349,D2,6347,,9185067/6250000,22218732031/10343234418750000
16352,D3,6359,4340,670961989/50000000,48786897422882626252378265033/2482376260500000000000000000000000
16355,D1,6371,2123,554912359/100000000,1007920375628770914080843/124118813025000000000000000000
16358,D2,6383,,77061351/50000000,186717028043/82745875350000000
16361,D3,6395,4346,349471857/50000000,50832814951639018354026583451/4964752521000000000000000000000000
16364,D1,6407,2135,431817973/100000000,784575623620266062330341/124118813025000000000000000000
16367,D2,6419,,267847553/100000000,649733189629/165491750700000000
16370,D3,6431,4352,28423461/6250000,3674909465385776553971196791/551639169000000000000000000000000
16373,D1,6443,2147,59969769/12500000,872321126809887419976671/124118813025000000000000000000
16376,D2,6455,,74263253/25000000,20009281081/4596993075000000
16379,D3,6467,4358,588151563/100000000,3566045635409435661714598943/413729376750000000000000000000000
16382,D1,6479,2159,938376279/100000000,170463696308561097589579/12411881302500000000000000000
16385,D2,6491,,179949931/100000000,1307213973949/496475252100000000
16388,D3,6503,4364,452903617/25000000,65852385481280837481514530149/2482376260500000000000000000000000
16391,D1,6515,2171,7476549/2000000,170086217032608058642333/31029703256250000000000000000
16394,D2,6527,,40875973/10000000,297359922067/49647525210000000
16397,D3,6539,4370,141322299/50000000,28518135667157171274170473/6895489612500000000000000000000
16400,D1,6551,2183,119813601/20000000,22677403266497308180177/2585808604687500000000000000
16403,D2,6563,,3685921/2000000,26839043159/9929505042000000
16406,D3,6575,4376,242776387/25000000,2353897121141272130918637487/165491750700000000000000000000000
16409,D1,6587,2195,4609829/781250,268035264721217790410873/31029703256250000000000000000
16412,D2,6599,,4846983/3125000,35281505857/15514851628125000
16415,D3,6611,4382,127104977/20000000,1155831507881855193883769779/124118813025000000000000000000000
16418,D1,6623,2207,820231169/100000000,1490389515348387558235421/124118813025000000000000000000
16421,D2,6635,,51697787/25000000,41740180997/13790979225000000
16424,D3,6647,4388,342380573/100000000,4978403669302431996737669363/992950504200000000000000000000000
16427,D1,6659,2219,33062471/10000000,50062606243776169103599/10343234418750000000000000000
16430,D2,6671,,120559281/100000000,877725302599/496475252100000000
16433,D3,6683,4394,246075297/20000000,5961574576034244653407178911/330983501400000000000000000000000
16436,D1,6695,2231,860947299/100000000,173811782838990688843333/13790979225000000000000000000
16439,D2,6707,,106930473/100000000,259400509189/165491750700000000
16442,D3,6719,4400,1132066969/100000000,82316020220788669188671884039/4964752521000000000000000000000000
16445,D1,6731,2243,543597503/100000000,27444154215362255620009/3447744806250000000000000000
16448,D2,6743,,366910129/50000000,2667266814791/248237626050000000
16451,D3,6755,4406,69639523/20000000,25325110885252205964865948903/4964752521000000000000000000000000
16454,D1,6767,2255,189108187/20000000,859153014286124936046313/62059406512500000000000000000
16457,D2,6779,,227228981/100000000,1654135988899/496475252100000000
16460,D3,6791,4412,749991367/100000000,54483070557117054273793351093/4964752521000000000000000000000000
16463,D1,6803,2267,1131666303/100000000,205659312294683439231469/12411881302500000000000000000
16466,D2,6815,,32489389/25000000,236456500331/124118813025000000
16469,D3,6827,4418,1079661041/100000000,981210083634773547406684523/62059406512500000000000000000000
16472,D1,6839,2279,50336723/12500000,27112841551238145666899/4596993075000000000000000000
16475,D2,6851,,3722901/2000000,27058816579/9929505042000000
16478,D3,6863,4424,156509757/50000000,4560746618631567423679746923/992950504200000000000000000000000
16481,D1,6875,2291,105337341/25000000,383020020352435802083747/62059406512500000000000000000
16484,D2,6887,,27454757/20000000,199570807603/99295050420000000
16487,D3,6899,4430,856766427/100000000,31152106399871607013997802569/2482376260500000000000000000000000
16490,D1,6911,2303,789808987/100000000,1435953292736272398179227/124118813025000000000000000000
16493,D2,6923,,82774521/50000000,600990682559/248237626050000000
16496,D3,6935,4436,25744103/4000000,9362464529140315339031883761/992950504200000000000000000000000
16499,D1,6947,2315,537688729/100000000,1907964156841931706221/242419556689453125000000000
16502,D2,6959,,114752259/50000000,834439305061/248237626050000000
16505,D3,6971,4442,261502837/50000000,38033948981899033736513714987/4964752521000000000000000000000000
16508,D1,6983,2327,192103391/50000000,698330589861168905954101/124118813025000000000000000000
16511,D2,6995,,60250341/50000000,438029140339/248237626050000000
16514,D3,7007,4448,538681039/50000000,78292811805803791626058764967/4964752521000000000000000000000000
16517,D1,7019,2339,999594827/100000000,75721663306570240158929/5171617209375000000000000000
16520,D2,7031,,41174871/25000000,299400900209/124118813025000000
16523,D3,7043,4454,780586291/100000000,56764138555892975904568739651/4964752521000000000000000000000000
16526,D1,7055,2351,349547141/50000000,50807766998754940259617/4964752521000000000000000000
16529,D2,7067,,498570417/100000000,3623703228743/496475252100000000
16532,D3,7079,4460,231233359/50000000,5600736020564993210380020599/827458753500000000000000000000000
16535,D1,7091,2363,68297287/20000000,19386194904309901652461/3878712907031250000000000000
16538,D2,7103,,52189413/20000000,379438739827/99295050420000000
16541,D3,7115,4466,344319483/50000000,16683814252451470765809034561/1654917507000000000000000000000000
16544,D1,7127,2375,43784069/4000000,248731351148029738254793/15514851628125000000000000000
16547,D2,7139,,128347411/100000000,310557975623/165491750700000000
16550,D3,7151,4472,103428647/12500000,60191330574598537730709744083/4964752521000000000000000000000000
16553,D1,7163,2387,449982673/100000000,163540848208640775126319/24823762605000000000000000000
16556,D2,7175,,51879563/20000000,377127371677/99295050420000000
16559,D3,7187,4478,73763843/20000000,26804201833946714099771160047/4964752521000000000000000000000000
16562,D1,7199,2399,576225481/100000000,261683118418070257569959/31029703256250000000000000000
16565,D2,7211,,62465093/20000000,453493750547/99295050420000000
16568,D3,7223,4484,300118079/50000000,2425818943693910488105248031/275819584500000000000000000000000
16571,D1,7235,2411,747104581/100000000,169706213619486179423009/15514851628125000000000000000
16574,D2,7247,,171627167/100000000,138618295777/55163916900000000
16577,D3,7259,4490,86079311/20000000,97784629078122301407912937/15514851628125000000000000000000
16580,D1,7271,2423,906490693/100000000,549186123738663465685763/41372937675000000000000000000
16583,D2,7283,,191747497/50000000,154897090007/27581958450000000
16586,D3,7295,4496,419519129/100000000,15242269028599094906284984771/2482376260500000000000000000000000
16589,D1,7307,2435,337872611/50000000,122746698208717985290931/12411881302500000000000000000
16592,D2,7319,,4469141/2500000,32553545539/12411881302500000
16595,D3,7331,4502,454333687/50000000,33023128271702592336486640813/2482376260500000000000000000000000
16598,D1,7343,2447,121669853/20000000,30727719173843656600327/3447744806250000000000000000
16601,D2,7355,,19039153/12500000,138345545287/62059406512500000
16604,D3,7367,4508,211081517/20000000,76720307860858961235714124241/4964752521000000000000000000000000
16607,D1,7379,2459,283891911/50000000,114620681836669023679231/13790979225000000000000000000
16610,D2,7391,,70204813/25000000,170290638809/41372937675000000
16613,D3,7403,4514,2731493/800000,6210717199108786248051477673/1241188130250000000000000000000000
