source_id,source,deep_lift,channel,target_id,target,weight_decimal,multiplicity
690,d5:r230:podd:b0,,retarded,575,d5:r191:peven:b2,3.086419753086419582e-01,1
691,d5:r230:peven:b1,,retarded,575,d5:r191:peven:b2,3.086419753086419582e-01,1
692,d5:r230:peven:b2,,retarded,575,d5:r191:peven:b2,3.086419753086419582e-01,1
693,d5:r231:podd:b0,,retarded,587,d5:r195:peven:b2,3.086419753086419582e-01,1
694,d5:r231:peven:b1,,retarded,587,d5:r195:peven:b2,3.086419753086419582e-01,1
695,d5:r231:peven:b2,,retarded,587,d5:r195:peven:b2,3.086419753086419582e-01,1
696,d5:r232:podd:b0,,retarded,599,d5:r199:peven:b2,3.086419753086419582e-01,1
697,d5:r232:peven:b1,,retarded,599,d5:r199:peven:b2,3.086419753086419582e-01,1
698,d5:r232:peven:b2,,retarded,599,d5:r199:peven:b2,3.086419753086419582e-01,1
699,d5:r233:podd:b0,,retarded,611,d5:r203:peven:b2,3.086419753086419582e-01,1
699,d5:r233:podd:b0,0,advanced_direct_c2,465,d5:r155:podd:b0,4.701144368401899420e-01,1/3
699,d5:r233:podd:b0,1,advanced_direct_c2,222,d5:r74:podd:b0,4.701144368401899420e-01,1/3
699,d5:r233:podd:b0,2,advanced_direct_c2,708,d5:r236:podd:b0,4.701144368401899420e-01,1/3
700,d5:r233:peven:b1,,retarded,611,d5:r203:peven:b2,3.086419753086419582e-01,1
700,d5:r233:peven:b1,0,advanced_direct_c2,465,d5:r155:podd:b0,4.701144368401899420e-01,1/3
700,d5:r233:peven:b1,1,advanced_direct_c2,222,d5:r74:podd:b0,4.701144368401899420e-01,1/3
700,d5:r233:peven:b1,2,advanced_direct_c2,708,d5:r236:podd:b0,4.701144368401899420e-01,1/3
701,d5:r233:peven:b2,,retarded,611,d5:r203:peven:b2,3.086419753086419582e-01,1
701,d5:r233:peven:b2,0,advanced_direct_c2,465,d5:r155:podd:b0,4.701144368401899420e-01,1/3
701,d5:r233:peven:b2,1,advanced_direct_c2,222,d5:r74:podd:b0,4.701144368401899420e-01,1/3
701,d5:r233:peven:b2,2,advanced_direct_c2,708,d5:r236:podd:b0,4.701144368401899420e-01,1/3
702,d5:r234:podd:b0,,retarded,623,d5:r207:peven:b2,3.086419753086419582e-01,1
703,d5:r234:peven:b1,,retarded,623,d5:r207:peven:b2,3.086419753086419582e-01,1
704,d5:r234:peven:b2,,retarded,623,d5:r207:peven:b2,3.086419753086419582e-01,1
705,d5:r235:podd:b0,,retarded,635,d5:r211:peven:b2,3.086419753086419582e-01,1
706,d5:r235:peven:b1,,retarded,635,d5:r211:peven:b2,3.086419753086419582e-01,1
707,d5:r235:peven:b2,,retarded,635,d5:r211:peven:b2,3.086419753086419582e-01,1
708,d5:r236:podd:b0,,retarded,647,d5:r215:peven:b2,3.086419753086419582e-01,1
708,d5:r236:podd:b0,0,advanced_parity_lift_c1,214,d5:r71:peven:b1,2.611746871334388875e-01,1/3
708,d5:r236:podd:b0,1,advanced_parity_lift_c1,457,d5:r152:peven:b1,2.611746871334388875e-01,1/3
708,d5:r236:podd:b0,2,advanced_parity_lift_c1,700,d5:r233:peven:b1,2.611746871334388875e-01,1/3
709,d5:r236:peven:b1,,retarded,647,d5:r215:peven:b2,3.086419753086419582e-01,1
709,d5:r236:peven:b1,0,advanced_parity_lift_c1,214,d5:r71:peven:b1,2.611746871334388875e-01,1/3
709,d5:r236:peven:b1,1,advanced_parity_lift_c1,457,d5:r152:peven:b1,2.611746871334388875e-01,1/3
709,d5:r236:peven:b1,2,advanced_parity_lift_c1,700,d5:r233:peven:b1,2.611746871334388875e-01,1/3
710,d5:r236:peven:b2,,retarded,647,d5:r215:peven:b2,3.086419753086419582e-01,1
710,d5:r236:peven:b2,0,advanced_parity_lift_c1,214,d5:r71:peven:b1,2.611746871334388875e-01,1/3
710,d5:r236:peven:b2,1,advanced_parity_lift_c1,457,d5:r152:peven:b1,2.611746871334388875e-01,1/3
710,d5:r236:peven:b2,2,advanced_parity_lift_c1,700,d5:r233:peven:b1,2.611746871334388875e-01,1/3
711,d5:r237:podd:b0,,retarded,659,d5:r219:peven:b2,3.086419753086419582e-01,1
712,d5:r237:peven:b1,,retarded,659,d5:r219:peven:b2,3.086419753086419582e-01,1
713,d5:r237:peven:b2,,retarded,659,d5:r219:peven:b2,3.086419753086419582e-01,1
714,d5:r238:podd:b0,,retarded,671,d5:r223:peven:b2,3.086419753086419582e-01,1
715,d5:r238:peven:b1,,retarded,671,d5:r223:peven:b2,3.086419753086419582e-01,1
716,d5:r238:peven:b2,,retarded,671,d5:r223:peven:b2,3.086419753086419582e-01,1
717,d5:r239:podd:b0,,retarded,683,d5:r227:peven:b2,3.086419753086419582e-01,1
718,d5:r239:peven:b1,,retarded,683,d5:r227:peven:b2,3.086419753086419582e-01,1
719,d5:r239:peven:b2,,retarded,683,d5:r227:peven:b2,3.086419753086419582e-01,1
720,d5:r240:podd:b0,,retarded,695,d5:r231:peven:b2,3.086419753086419582e-01,1
721,d5:r240:peven:b1,,retarded,695,d5:r231:peven:b2,3.086419753086419582e-01,1
722,d5:r240:peven:b2,,retarded,695,d5:r231:peven:b2,3.086419753086419582e-01,1
723,d5:r241:podd:b0,,retarded,707,d5:r235:peven:b2,3.086419753086419582e-01,1
724,d5:r241:peven:b1,,retarded,707,d5:r235:peven:b2,3.086419753086419582e-01,1
725,d5:r241:peven:b2,,retarded,707,d5:r235:peven:b2,3.086419753086419582e-01,1
726,d5:r242:podd:b0,,retarded,719,d5:r239:peven:b2,3.086419753086419582e-01,1
726,d5:r242:podd:b0,0,advanced_direct_c2,483,d5:r161:podd:b0,4.701144368401899420e-01,1/3
726,d5:r242:podd:b0,1,advanced_direct_c2,240,d5:r80:podd:b0,4.701144368401899420e-01,1/3
726,d5:r242:podd:b0,2,advanced_direct_c2,726,d5:r242:podd:b0,4.701144368401899420e-01,1/3
727,d5:r242:peven:b1,,retarded,719,d5:r239:peven:b2,3.086419753086419582e-01,1
727,d5:r242:peven:b1,0,advanced_direct_c2,483,d5:r161:podd:b0,4.701144368401899420e-01,1/3
727,d5:r242:peven:b1,1,advanced_direct_c2,240,d5:r80:podd:b0,4.701144368401899420e-01,1/3
727,d5:r242:peven:b1,2,advanced_direct_c2,726,d5:r242:podd:b0,4.701144368401899420e-01,1/3
728,d5:r242:peven:b2,,retarded,719,d5:r239:peven:b2,3.086419753086419582e-01,1
728,d5:r242:peven:b2,0,advanced_direct_c2,483,d5:r161:podd:b0,4.701144368401899420e-01,1/3
728,d5:r242:peven:b2,1,advanced_direct_c2,240,d5:r80:podd:b0,4.701144368401899420e-01,1/3
728,d5:r242:peven:b2,2,advanced_direct_c2,726,d5:r242:podd:b0,4.701144368401899420e-01,1/3
